csv_id;parent_id;pagetitle;longtitle;published;deleted;createdon;publishedon;content;description;introtext;article;price;old_price;weight;vendor_id;made_in;new;popular;favorite;color;tags;size;images
357;39;Штатив Rekam RT-L38;Штатив Rekam RT-L38;1;0;1533502800;1534021200;<p>Напольный штатив для фото- и видеокамер. Корпус выполнен из металла серебристого цвета, ручка для переноса, механический подъемник, крюк для сумки, панорамная 3-D головка.</p>;Штатив Rekam RT-L38;Штатив Rekam RT-L38;633126586;81;0;0;1;Россия;0;0;0;"[""Красны"",""Синий"",""Оранжевый"",""Сереневый"",""Голубой""]";"[""MODX"",""Популярный"",""Не популярный"",""Устаревший"",""Новая модель""]";"[""10см"",""200см""]";products/135-235-thickbox.jpg
358;29;Пневмогайковерт Force 82565;Пневмогайковерт Force 82565;1;0;1533502800;1534021200;<p>Скорость вращения 6000 об/мин, максимальное усилие 1800 Нм, вес 4.4 кг.</p>;Пневмогайковерт Force 82565;Пневмогайковерт Force 82565;1751310486;800,8;0;0;1;Россия;0;0;1;"[""Красны"",""Синий"",""Оранжевый"",""Сереневый"",""Голубой""]";"[""MODX"",""Популярный"",""Не популярный"",""Устаревший"",""Новая модель""]";"[""10см"",""200см""]";products/64-115-thickbox.jpg
359;27;Мобильный телефон HTC Sensation XE;Мобильный телефон HTC Sensation XE;1;0;1533502800;1534021200;<p>Смартфон, выполненный в форм-факторе моноблок оснащен двухядерным процессором 1.5 ГГц и ОС Android 2.3. 4.3 дюймовый SLCD дисплей с разрешением 540 х 960 пикселей способный отображать до 16 млн. цветов. Встроенная память телефона 4 Гб. Слот для карт памяти формата microSD, microSDНС. Интерфейсы: Вluetooth, USB, Wi-Fi. Встроенный приемник GPS. Встроена 8-ми мегапиксельная камера с автофокусом, светодиодной вспышкой и функцией записи видео. Аудио разъем 3.5 мм. Аккумулятор емкостью 1730 мАч обеспечивает работу до 9 часов в режиме разговора, до 540 часов в режиме ожидания.</p>;Мобильный телефон HTC Sensation XE;Мобильный телефон HTC Sensation XE;309877490;800;0;0;1;Россия;0;0;0;"[""Красны"",""Синий"",""Оранжевый"",""Сереневый"",""Голубой""]";"[""MODX"",""Популярный"",""Не популярный"",""Устаревший"",""Новая модель""]";"[""10см"",""200см""]";products/72-126-thickbox.jpg
360;29;Чаеварка-чайник BOSCH TTA 2009;Чаеварка-чайник BOSCH TTA 2009;1;0;1533502800;1534021200;<p>Цвет: бежевый/серый, серебристый</p><p>Мощность: 1785 Вт макс.</p><p>Объем заварника: 0,7 л</p><p>Объем чайника: 2,0 л</p><p>Чайник из полупрозрачного пластика со шкалой уровня воды</p><p>Стеклянный заварник с крышкой</p><p>Ситечко для заварки из нержавеющей стали</p><p>Круговой светоиндикатор «Улыбка»</p><p>Крышка для чайника в комплекте</p><p>Скрытый нагревательный элемент, дно из нержавеющей стали</p><p>Автоматическое переключение на режим подогрева</p><p>Цоколь с центральным контактом позволяет устанавливать чайник в любом положении</p><p>Клавиша переключения режимов кипячения и нагрева</p><p>Клавиша «включения/отключения» прибора</p><p>Намотка кабеля в цоколе</p>;Чаеварка-чайник BOSCH TTA 2009;Чаеварка-чайник BOSCH TTA 2009;2021101469;80,7;0;0;1;Россия;0;1;0;"[""Красны"",""Синий"",""Оранжевый"",""Сереневый"",""Голубой""]";"[""MODX"",""Популярный"",""Не популярный"",""Устаревший"",""Новая модель""]";"[""10см"",""200см""]";products/11-23-thickbox.jpg
361;27;Тостер KRUPS FEM2 ToastExpert;Тостер KRUPS FEM2 ToastExpert;1;0;1533502800;1534021200;<p>Технические характеристикиМощность 1100 ВтКоличество отделений 2Количество тостов 2Тип управления механическоеРегулировка степени поджаривания есть, 8Кнопка отмены естьОсобенностиПоддон для крошек есть</p>;Тостер KRUPS FEM2 ToastExpert;Тостер KRUPS FEM2 ToastExpert;1712530575;80;0;0;1;Россия;0;0;0;"[""Красны"",""Синий"",""Оранжевый"",""Сереневый"",""Голубой""]";"[""MODX"",""Популярный"",""Не популярный"",""Устаревший"",""Новая модель""]";"[""10см"",""200см""]";products/8-18-thickbox.jpg
362;30;Парсер товаров focalprice.com;Парсер товаров focalprice.com;1;0;1533502800;1534021200;"<p>Парсер focalprice.com – отдельная и специальная сборка парсера Catalog Loader для скачивания товаров из интернет-магазина focalprice.com.</p><p>Преимущества парсера focalprice.com перед аналогами: - Программа работает под Windows (XP / 7 / 2003 / 2008). - Установка программы не требует никаких специальных знаний и навыков, устанавливается как обычное приложение Windows (далее, далее… готово). - Максимально упрощенный и понятный интерфейс. Парсером focalprice.com извлекается: - Структура каталога - Имя товара - Артикул - Краткое описание товара (в качестве краткого описания Имя товара) - Полное описание товара (без разбиения на параметры, ссылки (ссылки на картинки) в тексте описания удаляются) - Изображение (1-6шт.) - Цена (если имеется скидка на товара, берется цена по скидке) - meta_title?, meta_description?, meta_keywords;? - Возможно расширение стандартной версии дополнительными параметрами и возможностями (изменение цены по формуле, разбиение описания на характеристики, мониторинг и сравнение цен и т.д.). Экспорт товаров парсером focalprice.com происходит в csv для следующих CMS: - PrestaShop, - VamShop, - Virtuemart(Joomla), - ShopScript, - ABO, - Amiro, - PhpShop, - HostCMS, - возможно подключение любой другой CMS или нужного формата csv (бесплатно). Возможность возобновления процесса парсинга с предыдущего состояние в случае какого-либо сбоя (выкл. электричества и т.п. ) или ручной остановки парсера. После оформления заказа Вам будет выслана ссылка на скачивание программы.</p><p>Наш продукт ShopDataGetway - это система предоставляющая вашим партнерам возможность мгновенно обновлять интернет-магазины используя данные из ваших систем. Система предоставляет вашим партнерам данные в требуемом им виде. С помощью продукта ShopDataGetway вы позволяете вашим партнерам избежать лишних затрат на автоматизицию бизнес-процессов.</p><p>CatalogLoader– это пакет программного обеспечение, представляющее собой набор инструментов для работы с товарамиинтернет-магазинов (парсер, автоматическое наполнение, изменение цен, обработка склада, мониторинг конкурентов).</p>";Парсер товаров focalprice.com;Парсер товаров focalprice.com;744500286;79;0;0;1;Россия;0;0;0;"[""Красны"",""Синий"",""Оранжевый"",""Сереневый"",""Голубой""]";"[""MODX"",""Популярный"",""Не популярный"",""Устаревший"",""Новая модель""]";"[""10см"",""200см""]";products/139-252-thickbox.jpg
363;27;Пылесос промышленный FA-SA DOMINO 78 inox;Пылесос промышленный FA-SA DOMINO 78 inox;1;0;1533502800;1534021200;<p>2 тихих двухстадийных двигателя (Domino), металлические профессиональные закрывающие замки, поплавковый клапан, полностью снимаемая верхняя часть, защита от статического электричества, силовой кабель 7 м, легко снимается основа (во время очистки фильтра), всасывающая система с байпасным охлаждением, ударопрочная тележка устойчивая к воздействию химикатов и высоких температур.</p>;Пылесос промышленный FA-SA DOMINO 78 inox;Пылесос промышленный FA-SA DOMINO 78 inox;1071158422;785;0;2;1;Россия;0;0;0;"[""Красны"",""Синий"",""Оранжевый"",""Сереневый"",""Голубой""]";"[""MODX"",""Популярный"",""Не популярный"",""Устаревший"",""Новая модель""]";"[""10см"",""200см""]";products/65-116-thickbox.jpg
364;40;Объектив Canon EF 70-200 f 4L USM;Объектив Canon EF 70-200 f 4L USM;1;0;1533502800;1534021200;<p>Телеобъектив с постоянной светосилой. Модель выполнена в прочном, пыле- и влагозащитном корпусе. Диафрагма объектива с круглым отверстием позволяет получать привлекательный эффект размытого фона. Оптическая схема объектива включает 13 линз в 16 группах. В числе элементов имеются две линзы из низкодисперсионного стекла UD и одна флюоритовая. Такая конструкция обеспечивает превосходное качество изображения с минимальным уровнем аберраций при любом значении фокусного расстояния. Многослойное просветление Super Spectra. Фокусировка осуществляется при помощи кольцевого ультразвукового мотора USM.</p>;Объектив Canon EF 70-200 f 4L USM;Объектив Canon EF 70-200 f 4L USM;968172589;775;0;0;1;Россия;0;0;0;"[""Красны"",""Синий"",""Оранжевый"",""Сереневый"",""Голубой""]";"[""MODX"",""Популярный"",""Не популярный"",""Устаревший"",""Новая модель""]";"[""10см"",""200см""]";products/133-231-thickbox.jpg
365;27;Bluetooth гарнитура Plantronics Voyager 835;Bluetooth гарнитура Plantronics Voyager 835;1;0;1533502800;1534021200;<p>Гарнитура сочетает в себе сразу три технологии шумоподавления, которые в совокупности обеспечивают идеальную ясность и естественное звучание голоса в обоих направлениях. Технология Multipoint позволяет использовать данную гарнитуру для работы сразу с двумя Bluetooth устройствами. Работает до 5 часов в режиме разговора и до 7 дней в режиме ожидания. В комплекте с гарнитурой поставляется зарядное устройство от сети, а также уникальное автомобильное зарядное устройство.</p>;Bluetooth гарнитура Plantronics Voyager 835;Bluetooth гарнитура Plantronics Voyager 835;1114508056;75;0;0;1;Россия;0;0;0;"[""Красны"",""Синий"",""Оранжевый"",""Сереневый"",""Голубой""]";"[""MODX"",""Популярный"",""Не популярный"",""Устаревший"",""Новая модель""]";"[""10см"",""200см""]";products/75-135-thickbox.jpg
366;36;Плойка Valera DIGICURL 641.19;Плойка Valera DIGICURL 641.19;1;0;1533502800;1534021200;<p>Плойка с цифровым управлением для завивки волос. Диаметр: 19 мм. Керамический слой. Антибактериальное действие NANO-SILVER. Цифровой дисплей. Максимальная температура 190°C. Гибкий поворотный кабель 3 м. Пластиковый наконечник.</p>;Плойка Valera DIGICURL 641.19;Плойка Valera DIGICURL 641.19;1852887291;73;0;0;1;Россия;0;0;0;"[""Красны"",""Синий"",""Оранжевый"",""Сереневый"",""Голубой""]";"[""MODX"",""Популярный"",""Не популярный"",""Устаревший"",""Новая модель""]";"[""10см"",""200см""]";products/123-217-thickbox.jpg
367;42;Цифровая фоторамка Transcend PF705;Цифровая фоторамка Transcend PF705;1;0;1533502800;1534021200;<p>Широкоэкранная цветная TFT LCD панель с диагональю 7 дюймов и отношением сторон 16:9. Поддержка USB флэш-накопителей и карт памяти SD/SDHC/MMC/MS Полная совместимость с интерфейсом Hi-Speed USB 2.0 и обратная совместимость с USB 1.1. Прямое подключение к ПК с помощью USB для простого обмена файлами. Выбор различных фотографий для создания слайдшоу. Возможность просмотра изображений в режиме слайд-шоу, в режиме пиктограмм, в обычномрежиме, а также возможность увеличения изображения. Функция напоминаний о важных датах/событиях. Функции календаря и часов. Автоматическое выключение и таймер для перехода в неактивный режим. Возможность выбора цветовых режимов. Цвета: белый, черный.</p>;Цифровая фоторамка Transcend PF705;Цифровая фоторамка Transcend PF705;578454477;73;0;0;1;Россия;0;0;0;"[""Красны"",""Синий"",""Оранжевый"",""Сереневый"",""Голубой""]";"[""MODX"",""Популярный"",""Не популярный"",""Устаревший"",""Новая модель""]";"[""10см"",""200см""]";products/128-225-thickbox.jpg
368;26;Электрокамин Dimplex Mozart;Электрокамин Dimplex Mozart;1;0;1533502800;1534021200;<p>Электрический очаг с порталами в сборе эффектом пламени Optiflame. Регулируемая мощность обогрева 1-2 кВт. Возможность работы без обогрева. Цвет портала - белый.</p>;Электрокамин Dimplex Mozart;Электрокамин Dimplex Mozart;523202222;700;0;0;1;Россия;0;0;0;"[""Красны"",""Синий"",""Оранжевый"",""Сереневый"",""Голубой""]";"[""MODX"",""Популярный"",""Не популярный"",""Устаревший"",""Новая модель""]";"[""10см"",""200см""]";products/43-94-thickbox.jpg
369;27;Сушилка для овощей и фруктов Energy EN-660;Сушилка для овощей и фруктов Energy EN-660;1;0;1533502800;1534021200;<p>Прибор для бережной сушки овощей, фруктов, грибов мощностью 450 Вт. Позволяет сохранять вкусовые качества продуктов, витамины и активные вещества. 4 съемных поддона, принудительная вентиляция, регулируемый термостат (60°- 75° С). Корпус изготовлен из пластика ABS, что позволяет защитить продукты от разрушительного воздействия солнечного света.</p>;Сушилка для овощей и фруктов Energy EN-660;Сушилка для овощей и фруктов Energy EN-660;578969464;70;0;200;1;Россия;0;0;0;"[""Красны"",""Синий"",""Оранжевый"",""Сереневый"",""Голубой""]";"[""MODX"",""Популярный"",""Не популярный"",""Устаревший"",""Новая модель""]";"[""10см"",""200см""]";products/16-30-thickbox.jpg
370;27;Сэндвичница Eta 3151;Сэндвичница Eta 3151;1;1;1533502800;1534021200;<p>Сэндвичница мощностью 650 Вт со сменными панелями три в одной - сэндвичница, контактный гриль и вафельница. Панели с качественным противопригарным покрытием просто и быстро заменяются, температура автоматически регулируется термостатом. Световая сигнализация для удобства приготовления (красный световой индикатор загорается при подключении к сети, зеленый - при достижении необходимой температуры). Для безопасного использования корпус в теплоизоляционной обшивке, ручки прибора с фиксатором также изолированы и устойчивы к нагреву. Цвет корпуса - черный со вставками из нержавеющей стали.</p>;Сэндвичница Eta 3151;Сэндвичница Eta 3151;1511017120;70;0;1500;1;Россия;0;0;0;"[""Красны"",""Синий"",""Оранжевый"",""Сереневый"",""Голубой""]";"[""MODX"",""Популярный"",""Не популярный"",""Устаревший"",""Новая модель""]";"[""10см"",""200см""]";products/10-21-thickbox.jpg
371;27;Станок для резки плитки (плиткорез) Диолд СП-1,2-250;Станок для резки плитки (плиткорез) Диолд СП-1,2-250;1;0;1533502800;1534021200;<p>Станок для резки плитки СП-1,2-250 предназначен для прямой и наклонной резки плиток, сделанных из керамического и подобного материла и относится к изделиям бытового назначения. В качестве рабочего инструмента используется алмазный отрезной диск с наружным диаметром 250 мм, посадочным диаметром 25,4 мм и шириной 2,4 мм. Станок предназначен для эксплуатации в районах умеренного климата, исполнения У, при температуре окружающего воздуха от плюс 35°С до минус 15°С. Режим работы станка повторно-кратковременный - 15/5мин. (15 мин. - работа, 5 мин. - пауза) Мощность - 1200 Вт.</p>;Станок для резки плитки (плиткорез) Диолд СП-1,2-250;Станок для резки плитки (плиткорез) Диолд СП-1,2-250;735422495;690;0;0;1;Россия;1;0;1;"[""Красны"",""Синий"",""Оранжевый"",""Сереневый"",""Голубой""]";"[""MODX"",""Популярный"",""Не популярный"",""Устаревший"",""Новая модель""]";"[""10см"",""200см""]";products/68-122-thickbox.jpg
372;35;Электробигуди Remington KF40E;Электробигуди Remington KF40E;1;0;1533502800;1534021200;<p>Термобигуди с тефлоновым покрытием и функцией ионного кондиционирования. Имеют восковую середину и бархатное покрытие. 4 штуки диаметром 20 мм, 10 штук диаметром 22 мм, 6 штук диаметром 25 мм. Время нагрева - 10 минут. Подставка для нагревания и зажимы для волос в комплекте. Два варианта цвета.</p>;Электробигуди Remington KF40E;Электробигуди Remington KF40E;965772670;67;0;0;1;Россия;1;0;0;"[""Красны"",""Синий"",""Оранжевый"",""Сереневый"",""Голубой""]";"[""MODX"",""Популярный"",""Не популярный"",""Устаревший"",""Новая модель""]";"[""10см"",""200см""]";products/124-218-thickbox.jpg
373;26;Гладильная доска Gimi Temper Drop;Гладильная доска Gimi Temper Drop;1;0;1533502800;1534021200;<p>Гладильная доска имеет специальное место для утюга. Ножки из крашеной стальной трубки (диаметром 22 и 32 мм) овальной в сечении, что даёт дополнительную устойчивость. Держатель для электрического кабеля от утюга. Чехол гладильной доски из 100 % хлопка с подкладкой из мягкого нетканого материала. Поверхность гладильной доски выполнена в виде сетки, что позволяет свободно пропускать пар от утюга. Форма стола скошенная для удобного разглаживания белья в труднодоступных местах. Гладильная доска легко складывается, занимает мало места в сложенном состоянии. Большая рабочая поверхность гладильной доски позволяет гладить не только рубашки, мужские брюки, но и постельное бельё. Высота гладильной доски может свободно регулироваться. Устойчива и прочна.</p>;Гладильная доска Gimi Temper Drop;Гладильная доска Gimi Temper Drop;7160851;65;0;0;1;Россия;0;1;0;"[""Красны"",""Синий"",""Оранжевый"",""Сереневый"",""Голубой""]";"[""MODX"",""Популярный"",""Не популярный"",""Устаревший"",""Новая модель""]";"[""10см"",""200см""]";products/41-92-thickbox.jpg
374;31;Напольные весы Beurer GS21 Mauritius;Напольные весы Beurer GS21 Mauritius;1;0;1533502800;1534021200;<p>Напольные весы со стеклянной платформой с оригинальным дизайном MaterialLine (покрытие из ламината). Максимальная нагрузка 180 кг. Погрешность измерения 0.1 кг. Автоматическое отключение. Перенастройка единицы измерения: kg (кг)/lb (фунты)/st (стоуны). Размеры (ШхВxД): 33x2.0x32 см.</p>;Напольные весы Beurer GS21 Mauritius;Напольные весы Beurer GS21 Mauritius;1469296276;65;0;0;1;Россия;0;0;0;"[""Красны"",""Синий"",""Оранжевый"",""Сереневый"",""Голубой""]";"[""MODX"",""Популярный"",""Не популярный"",""Устаревший"",""Новая модель""]";"[""10см"",""200см""]";products/116-210-thickbox.jpg
375;41;Вспышка Canon Speedlite 580EX II;Вспышка Canon Speedlite 580EX II;1;0;1533502800;1534021200;<p>Вспышка для любых погодных условий. Управление с помощью меню фотокамеры. Надёжная конструкция защищает детали вспышки от попадания пыли и влаги при съёмке с выносной колодкой. Бесшумный и быстрый перезаряд.</p>;Вспышка Canon Speedlite 580EX II;Вспышка Canon Speedlite 580EX II;2085598530;620;620;0;1;Россия;0;0;0;"[""Красны"",""Синий"",""Оранжевый"",""Сереневый"",""Голубой""]";"[""MODX"",""Популярный"",""Не популярный"",""Устаревший"",""Новая модель""]";"[""10см"",""200см""]";products/129-227-thickbox.jpg
376;19;Блинница Ariete Baby 181;Блинница Ariete Baby 181;1;0;1533502800;1534021200;<p>Мощность 900 Вт. Индикатор температуры. Контейнер для теста. Готовым блинчикам можно придать форму Микки Мауса специальной формочкой.</p>;Блинница Ariete Baby 181;Блинница Ariete Baby 181;1301139965;60;60;200;1;Россия;1;1;0;"[""Красны"",""Синий"",""Оранжевый"",""Сереневый"",""Голубой""]";"[""MODX"",""Популярный"",""Не популярный"",""Устаревший"",""Новая модель""]";"[""10см"",""200см""]";products/92-162-thickbox.jpg,products/93-164-thickbox.jpg
377;35;Электробигуди Philips HP4611;Электробигуди Philips HP4611;1;0;1533502800;1534021200;<p>12 бигуди в комплекте для создания блестящих локонов. 4 бигуди с керамическим покрытием для создания объемных локонов. Индикатор готовности к работе. 12 металлических зажимов, 4 зажима-краба. Система SalonRollers Pro нагревает все бигуди одновременно, обеспечивая быстрый и равномерный нагрев.</p>;Электробигуди Philips HP4611;Электробигуди Philips HP4611;1746244628;60;60;0;2;Россия;1;0;0;;;;products/125-220-thickbox.jpg
378;39;Штатив Hama Traveller Mini H-4048;Штатив Hama Traveller Mini H-4048;1;0;1533502800;1534021200;<p>Компактный штатив-треножник для фото/видеокамер и микрофонов. Шаровая головка. Вес 215 г.</p>;Штатив Hama Traveller Mini H-4048;Штатив Hama Traveller Mini H-4048;1455664353;60;60;0;2;Россия;0;0;0;;;;
379;27;Электрический фрезер Bosch GOF 900 CE;Электрический фрезер Bosch GOF 900 CE;1;0;1533502800;1534021200;<p>Электрический фрезер мощностью 900 Вт. Константная электроника для обеспечения постоянной производительности. Точная регулировка глубины захода с точностью до 1/10 мм с функцией погружения. Регулировка числа оборотов. Система SDS.</p>;Электрический фрезер Bosch GOF 900 CE;Электрический фрезер Bosch GOF 900 CE;1103189345;550;550;0;2;Россия;1;0;1;;;;
380;31;Электронные напольные весы BOSCH PPW 3300;Электронные напольные весы BOSCH PPW 3300;1;0;1533502800;1534021200;<p>Электронные весы AxxenceSlim Line. Ультратонкие, высота 17мм с большим дисплеем - 38 мм. Цвет белый.</p>;Электронные напольные весы BOSCH PPW 3300;Электронные напольные весы BOSCH PPW 3300;910067992;55;55;0;2;Россия;0;0;0;;;;
